#	op	A1	A2	Res
1	=	1	-	t1
2	=	t1	-	a
-1	=	2	-	t2
-1	=	t2	-	b
-1	=	3	-	t3
-1	=	t3	-	c
-1	=	8	-	t4
-1	=	t4	-	P
9	PRINT	a	-	-
10	IMPORT	d	-	-
11	=	1	-	t5
12	+	a	t5	t6
13	=	t6	-	a
-1	=	5	-	t7
-1	==	a	t7	t8
-1	=	5	-	t9
-1	<=	a	t9	t10
-1	=	5	-	t11
-1	//	b	t11	t12
-1	=	t12	-	c
21	LABEL	-	-	L4
22	IF	TRUE	-	L5
23	GOTO	-	-	L6
24	LABEL	-	-	L5
25	=	hello	-	t13
26	PRINT	t13	-	-
27	=	0	-	i
28	LABEL	-	-	L1
29	<	i	10	t14
30	IF	t14	-	L2
31	GOTO	-	-	L3
32	LABEL	-	-	L2
33	PRINT	i	-	-
34	+	i	1	t15
35	=	t15	-	i
36	GOTO	-	-	L1
37	LABEL	-	-	L3
38	GOTO	-	-	L4
39	LABEL	-	-	L6
